Dataset_CustomerNo,MAX_TRANSACTION,MONETARY,FREQUENCY,RECENCY,F Score,M Score,R Score,RFM Score,Customer Segment,RECENCY2
17481,11/24/2019 0:00,8942.28,68,6,3,4,5,534,Emerging Champions,6
14079,8/7/2019 0:00,3469.39,12,115,1,3,2,213,Casual Shoppers,115
17612,10/17/2019 0:00,18688.29,135,44,4,5,3,345,Loyal Customers,44
17105,7/3/2019 0:00,7671.63,90,150,4,4,2,244,At Risk,150
14561,9/25/2019 0:00,11500.85,69,66,3,4,3,334,Emerging Champions,66
13317,10/4/2019 0:00,12504.64,124,57,4,4,3,344,Loyal Customers,57
13309,10/25/2019 0:00,12623.43,91,36,4,4,3,344,Loyal Customers,36
16116,5/12/2019 0:00,3169.91,34,202,3,2,1,132,At Risk,202
13052,5/11/2019 0:00,2632.14,18,203,2,2,1,122,At Risk,203
14245,5/4/2019 0:00,11678.2,108,210,4,4,1,144,At Risk,210
14759,8/19/2019 0:00,3424.01,52,103,3,3,2,233,At Risk,103
13479,5/23/2019 0:00,1681.9,15,191,2,2,1,122,At Risk,191
18260,6/20/2019 0:00,17810.6,133,163,4,5,2,245,At Risk,163
15777,4/12/2019 0:00,4946.81,21,232,2,3,1,123,At Risk,232
18010,3/28/2019 0:00,794.15,14,247,2,1,1,121,At Risk,247
13901,9/28/2019 0:00,20973.73,152,63,4,5,3,345,Loyal Customers,63
18071,3/27/2019 0:00,3128.97,25,248,2,2,1,122,At Risk,248
13000,8/25/2019 0:00,4433.05,31,97,2,3,2,223,Casual Shoppers,97
13512,3/24/2019 0:00,1723.29,15,251,2,2,1,122,At Risk,251
17138,3/9/2019 0:00,1681.39,24,266,2,2,1,122,At Risk,266
14820,11/18/2019 0:00,3133.4,30,12,2,2,5,522,Casual Shoppers,12
15722,11/4/2019 0:00,12750.61,67,26,3,4,4,434,Emerging Champions,26
16700,11/10/2019 0:00,39907.65,294,20,5,5,4,455,Champions,20
14217,11/28/2019 0:00,8000.93,94,2,4,4,5,544,Champions,2
12982,4/11/2019 0:00,3405.12,31,233,2,3,1,123,At Risk,233
15673,9/12/2019 0:00,17011.26,138,79,4,5,2,245,At Risk,79
16503,8/25/2019 0:00,7000.48,84,97,4,4,2,244,At Risk,97
12868,6/7/2019 0:00,11158.25,107,176,4,4,2,244,At Risk,176
17855,12/2/2018 0:00,2233.23,17,363,2,2,1,122,At Risk,363
12915,7/14/2019 0:00,1325.96,22,139,2,1,2,221,Casual Shoppers,139
15576,11/2/2019 0:00,4920.46,43,28,3,3,4,433,Emerging Champions,28
17394,5/4/2019 0:00,2679.65,4,210,1,2,1,112,At Risk,210
17006,11/21/2019 0:00,2464.64,34,9,3,2,5,532,Value Seekers,9
14958,7/15/2019 0:00,1807.74,41,138,3,2,2,232,At Risk,138
13988,11/20/2019 0:00,34906.85,234,10,5,5,5,555,Champions,10
16560,11/13/2019 0:00,5778.89,57,17,3,3,4,433,Emerging Champions,17
13018,11/23/2019 0:00,60984.7,458,7,5,5,5,555,Champions,7
15763,11/8/2019 0:00,3822.52,61,22,3,3,4,433,Emerging Champions,22
15275,11/2/2019 0:00,5672.74,41,28,3,3,4,433,Emerging Champions,28
14223,9/8/2019 0:00,7011.7,60,83,3,4,2,234,At Risk,83
14210,8/26/2019 0:00,9314.89,100,96,4,4,2,244,At Risk,96
13186,10/31/2019 0:00,9956.86,79,30,4,4,4,444,Champions,30
17696,11/1/2019 0:00,20341.64,115,29,4,5,4,445,Champions,29
13398,5/31/2019 0:00,3349.07,26,183,2,3,2,223,Casual Shoppers,183
15241,10/4/2019 0:00,20168.3,109,57,4,5,3,345,Loyal Customers,57
17624,11/25/2019 0:00,5100.7,50,5,3,3,5,533,Emerging Champions,5
14895,11/10/2019 0:00,54746.39,452,20,5,5,4,455,Champions,20
12949,11/9/2019 0:00,28495.06,215,21,5,5,4,455,Champions,21
13341,3/24/2019 0:00,3760.96,42,251,3,3,1,133,At Risk,251
16212,11/20/2019 0:00,3088.73,41,10,3,2,5,532,Value Seekers,10
17139,11/24/2019 0:00,52891.82,477,6,5,5,5,555,Champions,6
16072,2/24/2019 0:00,2033.57,23,279,2,2,1,122,At Risk,279
13993,10/28/2019 0:00,12568.54,120,33,4,4,4,444,Champions,33
17428,11/17/2019 0:00,99489.43,325,13,5,5,5,555,Champions,13
12935,11/13/2019 0:00,16921.78,110,17,4,5,4,445,Champions,17
17419,11/28/2019 0:00,22897.82,206,2,5,5,5,555,Champions,2
13491,10/19/2019 0:00,10501.9,86,42,4,4,3,344,Loyal Customers,42
16855,11/16/2019 0:00,2017.35,19,14,2,2,4,422,Casual Shoppers,14
14174,11/6/2019 0:00,1088.92,26,24,2,1,4,421,Casual Shoppers,24
16747,11/2/2019 0:00,6770.18,42,28,3,4,4,434,Emerging Champions,28
13801,10/4/2019 0:00,2054.58,23,57,2,2,3,322,Casual Shoppers,57
15172,9/30/2019 0:00,13288.32,84,61,4,4,3,344,Loyal Customers,61
15933,11/18/2019 0:00,10090.56,74,12,4,4,5,544,Champions,12
13372,9/11/2019 0:00,1956.3,22,80,2,2,2,222,Casual Shoppers,80
18261,10/27/2019 0:00,1828.71,21,34,2,2,4,422,Casual Shoppers,34
16173,11/24/2019 0:00,6456.09,84,6,4,3,5,543,Loyal Customers,6
13507,9/2/2019 0:00,14495.48,128,89,4,5,2,245,At Risk,89
18237,10/5/2019 0:00,6387.59,53,56,3,3,3,333,Emerging Champions,56
13116,7/24/2019 0:00,3496.2,30,129,2,3,2,223,Casual Shoppers,129
12833,7/17/2019 0:00,2026.6,24,136,2,2,2,222,Casual Shoppers,136
16235,10/30/2019 0:00,4129.01,45,31,3,3,4,433,Emerging Champions,31
14364,8/23/2019 0:00,18538.81,69,99,3,5,2,235,At Risk,99
15124,11/17/2019 0:00,2577.63,15,13,2,2,5,522,Casual Shoppers,13
14816,5/26/2019 0:00,1242.15,4,188,1,1,1,111,At Risk,188
13376,9/1/2019 0:00,5312.27,50,90,3,3,2,233,At Risk,90
17932,11/10/2019 0:00,9265.61,90,20,4,4,4,444,Champions,20
13911,10/13/2019 0:00,30575.78,148,48,4,5,3,345,Loyal Customers,48
14640,11/15/2019 0:00,11179,105,15,4,4,4,444,Champions,15
17630,6/23/2019 0:00,2135.56,26,160,2,2,2,222,Casual Shoppers,160
15745,11/20/2019 0:00,5250.38,62,10,3,3,5,533,Emerging Champions,10
16817,11/7/2019 0:00,8278.87,71,23,4,4,4,444,Champions,23
16224,10/13/2019 0:00,15333.69,118,48,4,5,3,345,Loyal Customers,48
16609,11/24/2019 0:00,23794.5,276,6,5,5,5,555,Champions,6
15589,3/29/2019 0:00,2980.99,29,246,2,2,1,122,At Risk,246
15249,11/8/2019 0:00,39734.4,350,22,5,5,4,455,Champions,22
15624,8/15/2019 0:00,4238.22,34,107,3,3,2,233,At Risk,107
17733,11/1/2019 0:00,5455.07,35,29,3,3,4,433,Emerging Champions,29
16859,7/18/2019 0:00,9217.8,51,135,3,4,2,234,At Risk,135
13934,3/21/2019 0:00,4942.39,31,254,2,3,1,123,At Risk,254
12948,11/23/2019 0:00,11880.64,116,7,4,4,5,544,Champions,7
13707,3/17/2019 0:00,4424.22,48,258,3,3,1,133,At Risk,258
14312,10/24/2019 0:00,11767.54,87,37,4,4,3,344,Loyal Customers,37
13468,11/21/2019 0:00,34898.78,327,9,5,5,5,555,Champions,9
13382,3/4/2019 0:00,1571.11,15,271,2,2,1,122,At Risk,271
14036,2/28/2019 0:00,3266.67,38,275,3,2,1,132,At Risk,275
14952,10/11/2019 0:00,42627.91,138,50,4,5,3,345,Loyal Customers,50
17117,2/24/2019 0:00,816.04,9,279,1,1,1,111,At Risk,279
14944,11/10/2019 0:00,34897.01,170,20,5,5,4,455,Champions,20
16143,8/23/2019 0:00,9949.93,94,99,4,4,2,244,At Risk,99
14600,2/7/2019 0:00,1684.19,25,296,2,2,1,122,At Risk,296
17162,11/11/2019 0:00,11913.9,105,19,4,4,4,444,Champions,19
18095,1/31/2019 0:00,4889.59,21,303,2,3,1,123,At Risk,303
16350,11/18/2019 0:00,6393.49,56,12,3,3,5,533,Emerging Champions,12
16473,6/28/2019 0:00,2332.77,18,155,2,2,2,222,Casual Shoppers,155
14923,10/20/2019 0:00,5052.08,44,41,3,3,3,333,Emerging Champions,41
15620,10/14/2019 0:00,10910.44,100,47,4,4,3,344,Loyal Customers,47
15608,11/11/2019 0:00,8379.73,60,19,3,4,4,434,Emerging Champions,19
15837,10/12/2019 0:00,5004.02,45,49,3,3,3,333,Emerging Champions,49
13504,10/6/2019 0:00,2127.65,22,55,2,2,3,322,Casual Shoppers,55
18205,11/3/2019 0:00,2498.14,32,27,2,2,4,422,Casual Shoppers,27
16627,9/21/2019 0:00,1991.29,20,70,2,2,3,322,Casual Shoppers,70
15253,11/23/2019 0:00,8574.07,54,7,3,4,5,534,Emerging Champions,7
13486,9/22/2019 0:00,8007,69,69,3,4,3,334,Emerging Champions,69
15646,7/5/2019 0:00,4497.01,35,148,3,3,2,233,At Risk,148
13849,10/19/2019 0:00,11748.54,101,42,4,4,3,344,Loyal Customers,42
14222,6/15/2019 0:00,6616.25,41,168,3,3,2,233,At Risk,168
16969,10/31/2019 0:00,9004.67,41,30,3,4,4,434,Emerging Champions,30
18232,9/19/2019 0:00,3703,37,72,3,3,3,333,Emerging Champions,72
17615,8/1/2019 0:00,1772.93,14,121,2,2,2,222,Casual Shoppers,121
14334,11/23/2019 0:00,19726.59,162,7,5,5,5,555,Champions,7
18178,8/3/2019 0:00,10496.09,97,119,4,4,2,244,At Risk,119
16185,11/23/2019 0:00,2626.45,31,7,2,2,5,522,Casual Shoppers,7
14211,10/17/2019 0:00,13859.67,112,44,4,4,3,344,Loyal Customers,44
17746,4/13/2019 0:00,410.25,6,231,1,1,1,111,At Risk,231
13394,10/17/2019 0:00,24943.79,143,44,4,5,3,345,Loyal Customers,44
16572,8/4/2019 0:00,6487.35,57,118,3,3,2,233,At Risk,118
16057,11/23/2019 0:00,9276.2,121,7,4,4,5,544,Champions,7
16573,9/16/2019 0:00,4370.05,42,75,3,3,2,233,At Risk,75
17581,11/6/2019 0:00,52756.03,404,24,5,5,4,455,Champions,24
13126,10/26/2019 0:00,19146.68,110,35,4,5,3,345,Loyal Customers,35
15279,12/20/2018 0:00,2235.12,19,345,2,2,1,122,At Risk,345
13065,12/1/2018 0:00,969.49,14,364,2,1,1,121,At Risk,364
17384,11/20/2019 0:00,1184.91,15,10,2,1,5,521,Casual Shoppers,10
15596,8/31/2019 0:00,7131.34,77,91,4,4,2,244,At Risk,91
17110,6/27/2019 0:00,679.86,12,156,1,1,2,211,Casual Shoppers,156
12967,5/27/2019 0:00,6207.75,20,187,2,3,1,123,At Risk,187
14674,4/1/2019 0:00,80.68,3,243,1,1,1,111,At Risk,243
16652,10/12/2019 0:00,40615.33,120,49,4,5,3,345,Loyal Customers,49
14795,6/26/2019 0:00,309.01,6,157,1,1,2,211,Casual Shoppers,157
15938,8/19/2019 0:00,4275.25,23,103,2,3,2,223,Casual Shoppers,103
18211,11/14/2019 0:00,4294.24,42,16,3,3,4,433,Emerging Champions,16
17588,8/31/2019 0:00,8212.83,24,91,2,4,2,224,At Risk,91
15314,5/24/2019 0:00,3556.65,25,190,2,3,1,123,At Risk,190
13418,11/28/2019 0:00,44917.55,307,2,5,5,5,555,Champions,2
16455,10/7/2019 0:00,12013.18,99,54,4,4,3,344,Loyal Customers,54
13044,2/21/2019 0:00,5141.86,36,282,3,3,1,133,At Risk,282
17873,9/20/2019 0:00,12359.88,42,71,3,4,3,334,Emerging Champions,71
13868,11/1/2019 0:00,5030.02,32,29,2,3,4,423,High-Potential Customers,29
18226,10/26/2019 0:00,34570.78,241,35,5,5,3,355,Loyal Customers,35
13225,10/10/2019 0:00,25990.4,28,51,2,5,3,325,High-Potential Customers,51
14622,6/8/2019 0:00,1639.26,21,175,2,2,2,222,Casual Shoppers,175
12977,7/6/2019 0:00,163.23,9,147,1,1,2,211,Casual Shoppers,147
13151,2/17/2019 0:00,5009.48,74,286,4,3,1,143,At Risk,286
17128,1/9/2019 0:00,939.9,14,325,2,1,1,121,At Risk,325
13744,9/5/2019 0:00,12925.78,63,86,3,4,2,234,At Risk,86
17788,9/27/2019 0:00,3293.26,4,64,1,3,3,313,High-Potential Customers,64
15658,6/2/2019 0:00,3529.88,48,181,3,3,2,233,At Risk,181
17049,11/18/2019 0:00,27768.13,296,12,5,5,5,555,Champions,12
14920,5/11/2019 0:00,6117.34,58,203,3,3,1,133,At Risk,203
16518,10/9/2019 0:00,3848.11,40,52,3,3,3,333,Emerging Champions,52
16978,9/23/2019 0:00,2035.71,39,68,3,2,3,332,Value Seekers,68
13339,5/23/2019 0:00,4222.77,54,191,3,3,1,133,At Risk,191
17686,9/20/2019 0:00,24730.38,252,71,5,5,3,355,Loyal Customers,71
14696,9/29/2019 0:00,16449.27,110,62,4,5,3,345,Loyal Customers,62
15107,2/1/2019 0:00,2069.78,17,302,2,2,1,122,At Risk,302
15721,11/28/2019 0:00,2641.41,88,2,4,2,5,542,Loyal Customers,2
16790,11/23/2019 0:00,8592.49,82,7,4,4,5,544,Champions,7
15032,3/28/2019 0:00,21334.49,52,247,3,5,1,135,At Risk,247
14198,11/21/2019 0:00,3691.02,39,9,3,3,5,533,Emerging Champions,9
17985,11/17/2019 0:00,2399.84,21,13,2,2,5,522,Casual Shoppers,13
13004,11/28/2019 0:00,52053.93,404,2,5,5,5,555,Champions,2
16945,11/18/2019 0:00,25520.27,250,12,5,5,5,555,Champions,12
13709,11/3/2019 0:00,38845.71,307,27,5,5,4,455,Champions,27
14560,11/23/2019 0:00,14073.56,73,7,4,4,5,544,Champions,7
15366,9/25/2019 0:00,6982.33,44,66,3,4,3,334,Emerging Champions,66
13925,9/8/2019 0:00,4087.53,41,83,3,3,2,233,At Risk,83
17722,9/4/2019 0:00,18776.34,114,87,4,5,2,245,At Risk,87
15804,11/28/2019 0:00,27285.97,241,2,5,5,5,555,Champions,2
15601,11/28/2019 0:00,56946.91,410,2,5,5,5,555,Champions,2
17457,8/5/2019 0:00,10246.09,19,117,2,4,2,224,At Risk,117
17735,11/2/2019 0:00,73963.76,643,28,5,5,4,455,Champions,28
17649,7/24/2019 0:00,4490.89,52,129,3,3,2,233,At Risk,129
16526,6/21/2019 0:00,1383.95,15,162,2,1,2,221,Casual Shoppers,162
14491,6/17/2019 0:00,1774.02,17,166,2,2,2,222,Casual Shoppers,166
13384,11/9/2019 0:00,26053.42,152,21,4,5,4,445,Champions,21
17579,7/25/2019 0:00,1609.86,17,128,2,2,2,222,Casual Shoppers,128
15159,11/21/2019 0:00,122505.44,647,9,5,5,5,555,Champions,9
15609,6/8/2019 0:00,1822.68,16,175,2,2,2,222,Casual Shoppers,175
14221,10/28/2019 0:00,25920.42,193,33,5,5,4,455,Champions,33
18242,9/28/2019 0:00,12711.88,78,63,4,4,3,344,Loyal Customers,63
14740,5/26/2019 0:00,9017.1,89,188,4,4,1,144,At Risk,188
13523,11/6/2019 0:00,21771.35,172,24,5,5,4,455,Champions,24
15281,10/12/2019 0:00,14557.6,139,49,4,5,3,345,Loyal Customers,49
16701,10/26/2019 0:00,62825.32,128,35,4,5,3,345,Loyal Customers,35
15489,11/17/2019 0:00,7393.84,50,13,3,4,5,534,Emerging Champions,13
15128,10/10/2019 0:00,15272.4,102,51,4,5,3,345,Loyal Customers,51
13389,11/28/2019 0:00,4538.74,50,2,3,3,5,533,Emerging Champions,2
14311,4/11/2019 0:00,1814.3,20,233,2,2,1,122,At Risk,233
15018,11/1/2019 0:00,2501.96,32,29,2,2,4,422,Casual Shoppers,29
16638,11/17/2019 0:00,14585.39,94,13,4,5,5,545,Champions,13
15687,11/16/2019 0:00,14463.31,154,14,4,5,4,445,Champions,14
16801,6/29/2019 0:00,7956.64,89,154,4,4,2,244,At Risk,154
15974,10/31/2019 0:00,26647.54,176,30,5,5,4,455,Champions,30
15951,2/27/2019 0:00,2167.87,22,276,2,2,1,122,At Risk,276
16531,11/17/2019 0:00,10653.93,77,13,4,4,5,544,Champions,13
15382,11/25/2019 0:00,40748.55,302,5,5,5,5,555,Champions,5
13875,10/17/2019 0:00,14111.67,104,44,4,4,3,344,Loyal Customers,44
18245,7/13/2019 0:00,15325.56,120,140,4,5,2,245,At Risk,140
13310,11/11/2019 0:00,7176.29,72,19,4,4,4,444,Champions,19
13769,11/2/2019 0:00,12942.87,119,28,4,4,4,444,Champions,28
16270,12/21/2018 0:00,8220.88,54,344,3,4,1,134,At Risk,344
16679,12/8/2018 0:00,430.32,3,357,1,1,1,111,At Risk,357
15899,12/6/2018 0:00,276.24,4,359,1,1,1,111,At Risk,359
17567,10/13/2019 0:00,27567.99,154,48,4,5,3,345,Loyal Customers,48
13888,8/12/2019 0:00,3213.83,39,110,3,2,2,232,At Risk,110
17720,11/13/2019 0:00,7129.75,50,17,3,4,4,434,Emerging Champions,17
15367,10/13/2019 0:00,12283.48,95,48,4,4,3,344,Loyal Customers,48
16211,9/12/2019 0:00,2079.19,23,79,2,2,2,222,Casual Shoppers,79
17460,9/6/2019 0:00,3056.58,29,85,2,2,2,222,Casual Shoppers,85
16556,10/4/2019 0:00,22573.41,207,57,5,5,3,355,Loyal Customers,57
17040,7/25/2019 0:00,2315.88,15,128,2,2,2,222,Casual Shoppers,128
18075,11/16/2019 0:00,17681.07,142,14,4,5,4,445,Champions,14
12930,9/22/2019 0:00,3008.77,25,69,2,2,3,322,Casual Shoppers,69
13458,11/16/2019 0:00,60839.92,357,14,5,5,4,455,Champions,14
17115,6/10/2019 0:00,2746.75,32,173,2,2,2,222,Casual Shoppers,173
13013,11/18/2019 0:00,26293.9,211,12,5,5,5,555,Champions,12
15092,5/8/2019 0:00,1852.82,26,206,2,2,1,122,At Risk,206
17158,11/7/2019 0:00,9272.69,67,23,3,4,4,434,Emerging Champions,23
14842,10/27/2019 0:00,14634.68,145,34,4,5,4,445,Champions,34
14019,10/24/2019 0:00,12087.06,66,37,3,4,3,334,Emerging Champions,37
17651,11/28/2019 0:00,31376.22,233,2,5,5,5,555,Champions,2
17183,11/17/2019 0:00,14014.65,61,13,3,4,5,534,Emerging Champions,13
17462,10/10/2019 0:00,2777.29,27,51,2,2,3,322,Casual Shoppers,51
17728,10/5/2019 0:00,13687.08,133,56,4,4,3,344,Loyal Customers,56
13867,11/8/2019 0:00,5791.41,60,22,3,3,4,433,Emerging Champions,22
14859,11/27/2019 0:00,6047.46,58,3,3,3,5,533,Emerging Champions,3
14284,11/9/2019 0:00,2260.37,32,21,2,2,4,422,Casual Shoppers,21
17719,11/2/2019 0:00,30804.52,274,28,5,5,4,455,Champions,28
14141,10/11/2019 0:00,3554.92,30,50,2,3,3,323,High-Potential Customers,50
15786,10/24/2019 0:00,39025.68,266,37,5,5,3,355,Loyal Customers,37
14346,8/11/2019 0:00,6900.6,59,111,3,4,2,234,At Risk,111
12994,8/11/2019 0:00,3766.99,41,111,3,3,2,233,At Risk,111
13016,9/27/2019 0:00,6210.6,47,64,3,3,3,333,Emerging Champions,64
12747,11/17/2019 0:00,14683.02,96,13,4,5,5,545,Champions,13
16275,5/27/2019 0:00,4017.92,33,187,2,3,1,123,At Risk,187
14873,5/13/2019 0:00,2254.56,28,201,2,2,1,122,At Risk,201
15491,9/5/2019 0:00,20021.84,153,86,4,5,2,245,At Risk,86
16135,3/22/2019 0:00,2672.32,21,253,2,2,1,122,At Risk,253
18183,4/26/2019 0:00,4327.61,37,218,3,3,1,133,At Risk,218
14407,8/24/2019 0:00,16316.36,72,98,4,5,2,245,At Risk,98
13476,6/14/2019 0:00,6521.47,58,169,3,3,2,233,At Risk,169
15643,6/1/2019 0:00,3201.76,33,182,2,2,2,222,Casual Shoppers,182
14639,10/18/2019 0:00,17725.94,172,43,5,5,3,355,Loyal Customers,43
14497,2/3/2019 0:00,2895.85,29,300,2,2,1,122,At Risk,300
17035,4/8/2019 0:00,2791.4,28,236,2,2,1,122,At Risk,236
13874,12/16/2018 0:00,2398.74,18,349,2,2,1,122,At Risk,349
18221,11/17/2019 0:00,9083.15,63,13,3,4,5,534,Emerging Champions,13
13500,11/16/2019 0:00,7437.54,65,14,3,4,4,434,Emerging Champions,14
15660,11/14/2019 0:00,11127.3,90,16,4,4,4,444,Champions,16
14140,11/8/2019 0:00,5853.68,40,22,3,3,4,433,Emerging Champions,22
16357,11/6/2019 0:00,3196.5,34,24,3,2,4,432,Value Seekers,24
18164,11/2/2019 0:00,2295.49,24,28,2,2,4,422,Casual Shoppers,28
12952,10/27/2019 0:00,6347.45,61,34,3,3,4,433,Emerging Champions,34
18219,10/27/2019 0:00,9463.16,102,34,4,4,4,444,Champions,34
17410,11/23/2019 0:00,6855.93,64,7,3,4,5,534,Emerging Champions,7
13517,10/11/2019 0:00,16036.08,140,50,4,5,3,345,Loyal Customers,50
13549,11/14/2019 0:00,5410.69,51,16,3,3,4,433,Emerging Champions,16
13055,9/22/2019 0:00,10228.51,76,69,4,4,3,344,Loyal Customers,69
12906,11/28/2019 0:00,18246.42,63,2,3,5,5,535,Enthusiastic Spenders,2
17047,9/15/2019 0:00,6407.12,65,76,3,3,2,233,At Risk,76
14359,11/20/2019 0:00,4737.4,55,10,3,3,5,533,Emerging Champions,10
13276,10/7/2019 0:00,2255.86,30,54,2,2,3,322,Casual Shoppers,54
16278,8/31/2019 0:00,1748.86,23,91,2,2,2,222,Casual Shoppers,91
14772,8/19/2019 0:00,983.32,9,103,1,1,2,211,Casual Shoppers,103
18257,10/31/2019 0:00,10618.3,118,30,4,4,4,444,Champions,30
14024,8/10/2019 0:00,1625.5,16,112,2,2,2,222,Casual Shoppers,112
14341,10/25/2019 0:00,14396.99,128,36,4,5,3,345,Loyal Customers,36
15149,7/29/2019 0:00,1845.58,23,124,2,2,2,222,Casual Shoppers,124
18081,11/3/2019 0:00,2350.66,17,27,2,2,4,422,Casual Shoppers,27
17175,10/26/2019 0:00,10355.11,63,35,3,4,3,334,Emerging Champions,35
13669,10/20/2019 0:00,2653.04,9,41,1,2,3,312,Casual Shoppers,41
16174,8/5/2019 0:00,7470.14,23,117,2,4,2,224,At Risk,117
13388,7/31/2019 0:00,9160.07,87,122,4,4,2,244,At Risk,122
13627,10/11/2019 0:00,14686.55,92,50,4,5,3,345,Loyal Customers,50
15069,6/13/2019 0:00,6345.02,70,170,4,3,2,243,At Risk,170
13880,11/18/2019 0:00,22000.28,165,12,5,5,5,555,Champions,12
13248,8/7/2019 0:00,3541.56,26,115,2,3,2,223,Casual Shoppers,115
15240,10/26/2019 0:00,15602.25,78,35,4,5,3,345,Loyal Customers,35
16558,11/17/2019 0:00,55470.16,428,13,5,5,5,555,Champions,13
13771,10/6/2019 0:00,17478.03,119,55,4,5,3,345,Loyal Customers,55
15290,11/8/2019 0:00,39458.7,175,22,5,5,4,455,Champions,22
15809,11/3/2019 0:00,3613.56,35,27,3,3,4,433,Emerging Champions,27
15730,10/5/2019 0:00,7890.87,70,56,4,4,3,344,Loyal Customers,56
15123,5/17/2019 0:00,6253.52,53,197,3,3,1,133,At Risk,197
16180,8/31/2019 0:00,44407.4,162,91,5,5,2,255,At Risk,91
17398,8/17/2019 0:00,3846.61,38,105,3,3,2,233,At Risk,105
13873,8/12/2019 0:00,1834.34,23,110,2,2,2,222,Casual Shoppers,110
17501,5/3/2019 0:00,1935.53,18,211,2,2,1,122,At Risk,211
17631,7/25/2019 0:00,2263.24,29,128,2,2,2,222,Casual Shoppers,128
13748,9/5/2019 0:00,5470.82,28,86,2,3,2,223,Casual Shoppers,86
14352,7/5/2019 0:00,6619.79,47,148,3,3,2,233,At Risk,148
15265,7/11/2019 0:00,7816.08,82,142,4,4,2,244,At Risk,142
15246,4/15/2019 0:00,2998.76,33,229,2,2,1,122,At Risk,229
15780,6/9/2019 0:00,2741.69,29,174,2,2,2,222,Casual Shoppers,174
15119,4/8/2019 0:00,1174.91,14,236,2,1,1,121,At Risk,236
13731,5/4/2019 0:00,3474.97,38,210,3,3,1,133,At Risk,210
15605,11/3/2019 0:00,5747.79,67,27,3,3,4,433,Emerging Champions,27
17749,6/14/2019 0:00,3971.02,35,169,3,3,2,233,At Risk,169
13021,11/14/2019 0:00,14114.89,116,16,4,4,4,444,Champions,16
17789,3/3/2019 0:00,989.86,14,272,2,1,1,121,At Risk,272
15990,10/26/2019 0:00,5053.76,52,35,3,3,3,333,Emerging Champions,35
14231,6/9/2019 0:00,4652.71,50,174,3,3,2,233,At Risk,174
15303,2/22/2019 0:00,3070.27,31,281,2,2,1,122,At Risk,281
13285,11/16/2019 0:00,21062.03,187,14,5,5,4,455,Champions,14
13932,2/18/2019 0:00,1052.85,16,285,2,1,1,121,At Risk,285
13718,4/7/2019 0:00,2087.28,12,237,1,2,1,112,At Risk,237
15781,11/14/2019 0:00,2136.97,20,16,2,2,4,422,Casual Shoppers,16
18250,2/2/2019 0:00,2397.72,21,301,2,2,1,122,At Risk,301
15602,11/17/2019 0:00,10748.58,42,13,3,4,5,534,Emerging Champions,13
15358,11/4/2019 0:00,72665.44,495,26,5,5,4,455,Champions,26
15194,11/8/2019 0:00,56236.63,284,22,5,5,4,455,Champions,22
14625,5/27/2019 0:00,4290.02,53,187,3,3,1,133,At Risk,187
17026,6/7/2019 0:00,1152.76,4,176,1,1,2,211,Casual Shoppers,176
17732,12/2/2018 0:00,1142.3,18,363,2,1,1,121,At Risk,363
13914,11/28/2019 0:00,3156.39,33,2,2,2,5,522,Casual Shoppers,2
17034,11/23/2019 0:00,3835.81,29,7,2,3,5,523,High-Potential Customers,7
13641,12/7/2018 0:00,2401.87,78,358,4,2,1,142,At Risk,358
14351,6/28/2019 0:00,35208.91,141,155,4,5,2,245,At Risk,155
17355,1/6/2019 0:00,10079.13,114,328,4,4,1,144,At Risk,328
14955,12/23/2018 0:00,2369.1,53,342,3,2,1,132,At Risk,342
15736,12/21/2018 0:00,2275.59,76,344,4,2,1,142,At Risk,344
14737,8/3/2019 0:00,7731.99,123,119,4,4,2,244,At Risk,119
14738,10/28/2019 0:00,10949.65,146,33,4,4,4,444,Champions,33
15741,12/21/2018 0:00,786.21,38,344,3,1,1,131,At Risk,344
16742,12/21/2018 0:00,708.55,35,344,3,1,1,131,At Risk,344
15744,9/23/2019 0:00,2230.1,46,68,3,2,3,332,Value Seekers,68
17745,12/21/2018 0:00,707.28,31,344,2,1,1,121,At Risk,344
13750,10/17/2019 0:00,54837.85,214,44,5,5,3,355,Loyal Customers,44
14877,12/14/2018 0:00,34630.67,151,351,4,5,1,145,At Risk,351
12881,3/9/2019 0:00,1834.54,54,266,3,2,1,132,At Risk,266
14883,11/21/2019 0:00,11107.79,131,9,4,4,5,544,Champions,9
15884,12/14/2018 0:00,1006.42,40,351,3,1,1,131,At Risk,351
13153,12/9/2018 0:00,5833.8,119,356,4,3,1,143,At Risk,356
16864,12/3/2018 0:00,1172.04,46,362,3,1,1,131,At Risk,362
14982,12/3/2018 0:00,29038.07,145,362,4,5,1,145,At Risk,362
16181,10/28/2019 0:00,1821.38,12,33,1,2,4,412,Casual Shoppers,33
13862,11/21/2019 0:00,18764.93,141,9,4,5,5,545,Champions,9
13035,9/27/2019 0:00,7583.59,29,64,2,4,3,324,High-Potential Customers,64
18177,11/8/2019 0:00,5626.12,73,22,4,3,4,443,Loyal Customers,22
13154,12/9/2018 0:00,516.16,20,356,2,1,1,121,At Risk,356
13747,12/21/2018 0:00,390.75,12,344,1,1,1,111,At Risk,344
13519,11/4/2019 0:00,380.27,9,26,1,1,4,411,Casual Shoppers,26
15652,9/9/2019 0:00,2478.09,21,82,2,2,2,222,Casual Shoppers,82
12951,8/31/2019 0:00,4119.88,46,91,3,3,2,233,At Risk,91
